host_genome	K_type	O_type	phage_genome	protein_id	is_tsp	md5	matrix_phage_name
n19731973	KL23		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL24		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL25		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL27		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL28		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL3		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL30		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL31		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL35		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL38		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL39		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL43		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL46		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL47		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL51		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL53		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL55		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL57		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL60		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL61		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL62		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL64		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n19731973	KL8		GCF_003253855.1__phage1	GCF_003253855.1__phage1__72	0	8814c259f08474ece45d3f51230c3dc4	GCF_003253855.1__phage1
n50975097	KL35		GCF_900498365.1__phage1	GCF_900498365.1__phage1__367	0	fe095864a3071487c62f473bce8a600e	GCF_900498365.1__phage1
GCF_900509345.1	KL56		GCF_900509345.1__phage7	GCF_900509345.1__phage7__110	0	100ddbc49961e4ccc868f80a7219b012	GCF_900509345.1__phage7
GCF_900509345.1	KL56		GCF_900509345.1__phage4	GCF_900509345.1__phage4__0	0	9d09c3ed7d507c25932c4dbe3049ee45	GCF_900509345.1__phage4
n3816	KL15		GCF_001701835.2__phage8	GCF_001701835.2__phage8__3395	0	99f00da3be7f9324e9c0a45dfe65ce5e	GCF_001701835.2__phage8
n2853	KL107		GCF_016772575.1__phage10	GCF_016772575.1__phage10__2898	0	c93bc2728e9b1d441241ae5cb7261add	GCF_016772575.1__phage10
n1647	KL25		GCF_009884395.1__phage1	GCF_009884395.1__phage1__1264	0	765a0a4f6fdc4880727904276e73600e	GCF_009884395.1__phage1
n1647	KL25		GCF_009884395.1__phage1	GCF_009884395.1__phage1__1255	0	0b949b2c23ee5e69f43f4dc6e7ee11e4	GCF_009884395.1__phage1
GCF_002187465.1	KL60		GCF_002187465.1__phage0	GCF_002187465.1__phage0__62	0	a055d1b8f2c8435140b22084bac03471	GCF_002187465.1__phage0
GCF_002187465.1	KL170		GCF_002187465.1__phage0	GCF_002187465.1__phage0__65	0	6a030676ffb535a8c84d976f07727209	GCF_002187465.1__phage0
GCF_002187465.1	KL48		GCF_002187465.1__phage0	GCF_002187465.1__phage0__65	0	6a030676ffb535a8c84d976f07727209	GCF_002187465.1__phage0
GCF_002187465.1	KL60		GCF_002187465.1__phage0	GCF_002187465.1__phage0__65	0	6a030676ffb535a8c84d976f07727209	GCF_002187465.1__phage0
GCF_019928245.1	KL57		GCF_019928245.1__phage12	GCF_019928245.1__phage12__23	0	88cf22acc882652b8419eff33de20d53	GCF_019928245.1__phage12
n38653865	KL13		GCF_016056255.1__phage2	GCF_016056255.1__phage2__76	0	08f23cd3ad9099f48eb6655fce4e5a62	GCF_016056255.1__phage2
n38653865	KL30		GCF_016056255.1__phage2	GCF_016056255.1__phage2__76	0	08f23cd3ad9099f48eb6655fce4e5a62	GCF_016056255.1__phage2
GCF_016056255.1	KL13		GCF_016056255.1__phage6	GCF_016056255.1__phage6__22	0	55736bc7ba0bcdc95a829d443a5cdb26	GCF_016056255.1__phage6
GCF_016056255.1	KL2		GCF_016056255.1__phage6	GCF_016056255.1__phage6__22	0	55736bc7ba0bcdc95a829d443a5cdb26	GCF_016056255.1__phage6
GCF_016056255.1	KL52		GCF_016056255.1__phage6	GCF_016056255.1__phage6__22	0	55736bc7ba0bcdc95a829d443a5cdb26	GCF_016056255.1__phage6
GCF_016056255.1	KL13		GCF_016056255.1__phage6	GCF_016056255.1__phage6__15	0	2d6fbf7b008b785801fa3ed3a309fd9a	GCF_016056255.1__phage6
GCF_016056255.1	KL2		GCF_016056255.1__phage6	GCF_016056255.1__phage6__15	0	2d6fbf7b008b785801fa3ed3a309fd9a	GCF_016056255.1__phage6
GCF_016056255.1	KL52		GCF_016056255.1__phage6	GCF_016056255.1__phage6__15	0	2d6fbf7b008b785801fa3ed3a309fd9a	GCF_016056255.1__phage6
GCF_016651885.1	KL13		GCF_016651885.1__phage11	GCF_016651885.1__phage11__721	0	e18faadf2f890e940f76c6772acebe02	GCF_016651885.1__phage11
n5255	KL13		GCF_016651885.1__phage15	GCF_016651885.1__phage15__411	0	20cedaa32cdf20665916dd22c3bea24f	GCF_016651885.1__phage15
81.6/100	KL46		GCF_021136775.1__phage2	GCF_021136775.1__phage2__645	0	08ff9d3281bc3b67d5deeb0a567e0b93	GCF_021136775.1__phage2
n327327	KL46		GCF_021136775.1__phage16	GCF_021136775.1__phage16__0	0	71673d5bc0360601e62d56718a7ce914	GCF_021136775.1__phage16
GCF_019927305.1	KL128		GCF_019927305.1__phage0	GCF_019927305.1__phage0__123	0	0a726ff7f68264f07496bb40442bec8f	GCF_019927305.1__phage0
GCF_019927305.1	KL128		GCF_019927305.1__phage0	GCF_019927305.1__phage0__112	0	5e98332c0f8e1ad6ced1eeb1e5ac0434	GCF_019927305.1__phage0
GCF_019927305.1	KL128		GCF_019927305.1__phage3	GCF_019927305.1__phage3__19	0	c34b08497f1802cea7f567084a124757	GCF_019927305.1__phage3
GCF_003196155.1	KL114		GCF_003196155.1__phage6	GCF_003196155.1__phage6__540	0	f28079c9005f612f9442f33839f1aa60	GCF_003196155.1__phage6
35.1/97	KL10		GCF_021229915.1__phage2	GCF_021229915.1__phage2__1756	0	65d72eea3e91b24bb17ee63f5b3c7a83	GCF_021229915.1__phage2
35.1/97	KL123		GCF_021229915.1__phage2	GCF_021229915.1__phage2__1756	0	65d72eea3e91b24bb17ee63f5b3c7a83	GCF_021229915.1__phage2
35.1/97	KL28		GCF_021229915.1__phage2	GCF_021229915.1__phage2__1756	0	65d72eea3e91b24bb17ee63f5b3c7a83	GCF_021229915.1__phage2
35.1/97	KL60		GCF_021229915.1__phage2	GCF_021229915.1__phage2__1756	0	65d72eea3e91b24bb17ee63f5b3c7a83	GCF_021229915.1__phage2
35.1/97	KL10		GCF_021229915.1__phage2	GCF_021229915.1__phage2__1759	0	4d1742e349d62f5429842e50dc7f3bd7	GCF_021229915.1__phage2
35.1/97	KL123		GCF_021229915.1__phage2	GCF_021229915.1__phage2__1759	0	4d1742e349d62f5429842e50dc7f3bd7	GCF_021229915.1__phage2
35.1/97	KL28		GCF_021229915.1__phage2	GCF_021229915.1__phage2__1759	0	4d1742e349d62f5429842e50dc7f3bd7	GCF_021229915.1__phage2
35.1/97	KL60		GCF_021229915.1__phage2	GCF_021229915.1__phage2__1759	0	4d1742e349d62f5429842e50dc7f3bd7	GCF_021229915.1__phage2
GCF_019402025.1	KL136		GCF_019402025.1__phage6	GCF_019402025.1__phage6__0	0	efc2335c59f986bea280459499e983d1	GCF_019402025.1__phage6
n152152	KL136		GCF_019402025.1__phage1	GCF_019402025.1__phage1__683	0	d5e12989e4a9841b18271b69400d7834	GCF_019402025.1__phage1
n49834983	KL106		GCF_020829895.1__phage1	GCF_020829895.1__phage1__128	0	ef5d9cde0a8f987bb41825ca124a8de0	GCF_020829895.1__phage1
n31893189	KL106		GCF_002969915.2__phage6	GCF_002969915.2__phage6__123	0	09a250fe3be8e721f1cbac4e678e0916	GCF_002969915.2__phage6
n31893189	KL27		GCF_002969915.2__phage6	GCF_002969915.2__phage6__123	0	09a250fe3be8e721f1cbac4e678e0916	GCF_002969915.2__phage6
GCF_014218685.1	KL4		GCF_014218685.1__phage19	GCF_014218685.1__phage19__1896	0	35685a4aa7acd97853f17fecd716fdcf	GCF_014218685.1__phage19
GCF_014218685.1	KL4		GCF_014218685.1__phage18	GCF_014218685.1__phage18__1602	0	3d00e22134fd3603c83bc5494e02526c	GCF_014218685.1__phage18
GCF_014218685.1	KL4		GCF_014218685.1__phage18	GCF_014218685.1__phage18__1614	0	aec71123e18a33384f5511c1aae66c12	GCF_014218685.1__phage18
n54155415	KL34		GCF_015288785.1__phage3	GCF_015288785.1__phage3__4602	0	0362f932e5be2bda1b9c40f5482a9e91	GCF_015288785.1__phage3
n1985	KL63		GCF_017894285.1__phage13	GCF_017894285.1__phage13__3856	0	b295ca9421954befd0a3902b4f4190f7	GCF_017894285.1__phage13
n1984	KL63		GCF_017894285.1__phage12	GCF_017894285.1__phage12__3275	0	e8bbba786fd1c8d3060d5f6b1803336d	GCF_017894285.1__phage12
GCF_009907185.1	KL3		GCF_009907185.1__phage18	GCF_009907185.1__phage18__43	0	b973ae9f497c7010b7ac1e89d24e3d9a	GCF_009907185.1__phage18
GCF_018446665.1	KL81		GCF_018446665.1__phage5	GCF_018446665.1__phage5__94	0	5530ea48b322e629c2acc5a6ad5d9388	GCF_018446665.1__phage5
GCF_900509525.1	KL57		GCF_900509525.1__phage4	GCF_900509525.1__phage4__1631	0	055eae81592dce47f4a64670e5e57546	GCF_900509525.1__phage4
n469	KL38		GCF_002187745.1__phage19	GCF_002187745.1__phage19__121	0	65fcb49df3efd8c27f4daf04ace7f0db	GCF_002187745.1__phage19
n4308	KL3		GCF_021136755.1__phage4	GCF_021136755.1__phage4__502	0	2d7ea7caf968e4b0d1398cf0337ed79a	GCF_021136755.1__phage4
n2767	KL64		GCF_017291435.1__phage0	GCF_017291435.1__phage0__82	0	77b109346465a3da610d75611968713d	GCF_017291435.1__phage0
n2767	KL64		GCF_017291435.1__phage24	GCF_017291435.1__phage24__11	0	1ebe796d0c9ab8c0364b539fd453b51a	GCF_017291435.1__phage24
n2767	KL64		GCF_017291435.1__phage35	GCF_017291435.1__phage35__128	0	61723f55f9d9b885166ca00d67ac5d21	GCF_017291435.1__phage35
n2767	KL64		GCF_017291435.1__phage35	GCF_017291435.1__phage35__125	0	7904784ec70374b911f680d6053e62d2	GCF_017291435.1__phage35
n2235	KL24		GCF_900502285.1__phage10	GCF_900502285.1__phage10__332	0	5005b356dfb9709992a09c8335f14c49	GCF_900502285.1__phage10
n20402040	KL2		GCF_003194965.1__phage14	GCF_003194965.1__phage14__11	0	2914ca8cca217fee34a0a55656d72ddd	GCF_003194965.1__phage14
n20402040	KL2		GCF_003194965.1__phage14	GCF_003194965.1__phage14__10	0	992dc04d1897227389ab5399c7eb6b9a	GCF_003194965.1__phage14
n10171017	KL1		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL10		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL102		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL105		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL11		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL111		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL114		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL122		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL123		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL125		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL13		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL133		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL14		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL15		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL16		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL18		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL2		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL21		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL23		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL24		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL25		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL28		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL3		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL30		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL31		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL35		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL38		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL39		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL43		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL46		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL51		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL55		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL57		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL60		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL62		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL64		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
n10171017	KL8		GCF_013450475.1__phage13	GCF_013450475.1__phage13__4	0	85f5ba213b9837614b63bdab26794a70	GCF_013450475.1__phage13
GCF_014842805.1	KL39		GCF_014842805.1__phage1	GCF_014842805.1__phage1__247	0	83a33411e3b0f183fd44a42547b09c1a	GCF_014842805.1__phage1
n1546	KL10		GCF_021373335.1__phage0	GCF_021373335.1__phage0__562	0	2763848f290eeb5f7a0d619ce6a17933	GCF_021373335.1__phage0
n1546	KL111		GCF_021373335.1__phage0	GCF_021373335.1__phage0__562	0	2763848f290eeb5f7a0d619ce6a17933	GCF_021373335.1__phage0
n1546	KL14		GCF_021373335.1__phage0	GCF_021373335.1__phage0__562	0	2763848f290eeb5f7a0d619ce6a17933	GCF_021373335.1__phage0
n1546	KL46		GCF_021373335.1__phage0	GCF_021373335.1__phage0__562	0	2763848f290eeb5f7a0d619ce6a17933	GCF_021373335.1__phage0
n1546	KL62		GCF_021373335.1__phage0	GCF_021373335.1__phage0__562	0	2763848f290eeb5f7a0d619ce6a17933	GCF_021373335.1__phage0
n2730	KL64		GCF_020177555.1__phage4	GCF_020177555.1__phage4__186	0	c2a8e2cfcd58b4de9e60e4bdb679c701	GCF_020177555.1__phage4
n2730	KL64		GCF_020177555.1__phage4	GCF_020177555.1__phage4__196	0	e6d8aa1ebda0f311980129171775b210	GCF_020177555.1__phage4
GCF_013734595.1	KL70		GCF_013734595.1__phage12	GCF_013734595.1__phage12__3068	0	7be3c40f9c68fe5c802d59d815b168a7	GCF_013734595.1__phage12
76.4/100728	KL64		GCF_016055605.1__phage7	GCF_016055605.1__phage7__17	0	ae676ad43db6c72befc2f462e87cad56	GCF_016055605.1__phage7
n4054	KL111		GCF_900512585.1__phage10	GCF_900512585.1__phage10__200	0	1ddac137959d17fd6cf4f0056c720404	GCF_900512585.1__phage10
n4054	KL111		GCF_900512585.1__phage25	GCF_900512585.1__phage25__788	0	528d62d4de0e5ec51791c457935764cc	GCF_900512585.1__phage25
n35603560	KL107		GCF_002812665.1__phage13	GCF_002812665.1__phage13__3353	0	f5eb179080cba1fc7f7cc56505d4eefb	GCF_002812665.1__phage13
n5539	KL60		GCF_017597225.1__phage3	GCF_017597225.1__phage3__416	0	a049c8bf3e90e25ff36ebae5d6465bc9	GCF_017597225.1__phage3
n820	KL10		GCF_002851615.1__phage2	GCF_002851615.1__phage2__15	0	9bcb4354210f12b56b8ed9dc22deec54	GCF_002851615.1__phage2
n820	KL102		GCF_002851615.1__phage2	GCF_002851615.1__phage2__15	0	9bcb4354210f12b56b8ed9dc22deec54	GCF_002851615.1__phage2
n820	KL14		GCF_002851615.1__phage2	GCF_002851615.1__phage2__15	0	9bcb4354210f12b56b8ed9dc22deec54	GCF_002851615.1__phage2
n820	KL22		GCF_002851615.1__phage2	GCF_002851615.1__phage2__15	0	9bcb4354210f12b56b8ed9dc22deec54	GCF_002851615.1__phage2
n820	KL28		GCF_002851615.1__phage2	GCF_002851615.1__phage2__15	0	9bcb4354210f12b56b8ed9dc22deec54	GCF_002851615.1__phage2
n820	KL3		GCF_002851615.1__phage2	GCF_002851615.1__phage2__15	0	9bcb4354210f12b56b8ed9dc22deec54	GCF_002851615.1__phage2
n820	KL30		GCF_002851615.1__phage2	GCF_002851615.1__phage2__15	0	9bcb4354210f12b56b8ed9dc22deec54	GCF_002851615.1__phage2
n820	KL39		GCF_002851615.1__phage2	GCF_002851615.1__phage2__15	0	9bcb4354210f12b56b8ed9dc22deec54	GCF_002851615.1__phage2
n820	KL55		GCF_002851615.1__phage2	GCF_002851615.1__phage2__15	0	9bcb4354210f12b56b8ed9dc22deec54	GCF_002851615.1__phage2
n820	KL61		GCF_002851615.1__phage2	GCF_002851615.1__phage2__15	0	9bcb4354210f12b56b8ed9dc22deec54	GCF_002851615.1__phage2
n820	KL62		GCF_002851615.1__phage2	GCF_002851615.1__phage2__15	0	9bcb4354210f12b56b8ed9dc22deec54	GCF_002851615.1__phage2
n820	KL64		GCF_002851615.1__phage2	GCF_002851615.1__phage2__15	0	9bcb4354210f12b56b8ed9dc22deec54	GCF_002851615.1__phage2
n820	KL7		GCF_002851615.1__phage2	GCF_002851615.1__phage2__15	0	9bcb4354210f12b56b8ed9dc22deec54	GCF_002851615.1__phage2
n820	KL8		GCF_002851615.1__phage2	GCF_002851615.1__phage2__15	0	9bcb4354210f12b56b8ed9dc22deec54	GCF_002851615.1__phage2
GCF_002851615.1	KL22		GCF_002851615.1__phage10	GCF_002851615.1__phage10__27	0	2646715f6b0c060c20c85f39ed30e62b	GCF_002851615.1__phage10
n48464846	KL17		GCF_021137775.1__phage9	GCF_021137775.1__phage9__1855	0	023b9e35608d25eee0cc9a169e4c4273	GCF_021137775.1__phage9
n48514851	KL17		GCF_021137775.1__phage10	GCF_021137775.1__phage10__1922	0	0b85aa60a37a0990d1042f3657beec4e	GCF_021137775.1__phage10
n745	KL64		GCF_019249315.1__phage17	GCF_019249315.1__phage17__12	0	d319b88f703f376a05084dbb70894e16	GCF_019249315.1__phage17
n745	KL64		GCF_019249315.1__phage20	GCF_019249315.1__phage20__66	0	924780a8a7f067dec8e3ff163af498b6	GCF_019249315.1__phage20
GCF_003195955.1	KL123		GCF_003195955.1__phage12	GCF_003195955.1__phage12__363	0	006eface8ef54062c2625d33b682b453	GCF_003195955.1__phage12
GCF_003195955.1	KL151		GCF_003195955.1__phage12	GCF_003195955.1__phage12__363	0	006eface8ef54062c2625d33b682b453	GCF_003195955.1__phage12
n53405340	KL1		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL10		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL102		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL103		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL105		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL107		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL113		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL114		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL120		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL122		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL123		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL125		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL126		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL13		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL137		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL14		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL143		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL15		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL151		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL16		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL165		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL18		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL2		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL21		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL23		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL24		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL25		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
n53405340	KL27		GCF_003195955.1__phage3	GCF_003195955.1__phage3__2	0	096dd5695815c7184069062465f1c554	GCF_003195955.1__phage3
